Latitude,Longitude,Dissolved oxygen (mg/L),Potential of Hydrogen (pH),Total Dissolved Solids (mg/L),Nitrate N (mgN/L),Amonia N (mgN/L),Calcium (mg/L),Magnesium (mg/L),Sodium (mg/L),Chloride (mg/L),Sulphate (mg/L)
26.39352985971944,80.55761442885772,7.417207308426586,8.122817368011003,214.00539625026659,1.2652048067359118,0.39745007282362343,38.15050589727596,23.860335409315244,29.92180608746469,35.240652592286104,26.901812095640192
26.39121603206413,80.56287955911824,7.2964755868335445,8.193002185109533,213.536274501685,1.2408875523209513,0.37672882439777217,39.750718160797184,23.273929248357057,31.24492901306388,37.872627853694,27.84211229727346
26.38890220440882,80.56814468937877,7.660379783638384,8.100387452550097,217.686149531026,1.1819853337116077,0.3500613381745081,39.585243407078465,23.580102763141795,30.873842308413085,33.67230061301338,28.428305682274956
26.386588376753508,80.57340981963928,7.550121941385121,8.066269413472137,216.54934861544797,1.162948146038348,0.31504203961328503,39.179764689543426,23.33541447145286,28.111746632722646,34.1642363693999,27.336445989502025
26.384274549098198,80.5786749498998,7.500199440124558,8.087398796976675,207.01343659200344,1.0953684912833874,0.31414828617156787,39.523355863501244,23.33139979739963,30.019445887916582,32.925841116598804,28.77819383611997
26.381960721442887,80.58394008016033,7.289430032580185,8.019304416804339,211.36647833716162,1.0853581813023967,0.30045529899226914,39.17321346401807,23.68650936842693,28.736891825583008,35.06634658320336,28.958060422980502
26.379646893787577,80.58920521042084,7.7596027625027,8.0637723383876,207.48986013124807,1.078099112083605,0.2961362972028365,40.070133334125835,22.92388209388108,28.681518122079265,35.62316973707759,29.204903913051428
26.377333066132266,80.59447034068137,8.07186808462877,8.07652719684306,204.5077515326184,1.0337025421673869,0.3015997112844786,40.699885387734284,24.076874157737095,26.556010365430097,35.358046654450746,29.51262049356933
26.375019238476956,80.5997354709419,8.096326392623174,8.073113927437882,207.92041544356533,0.9815917669398625,0.2820459165612124,38.974155941259305,22.528095185212827,27.77905332038713,34.633481161671554,30.176913029484385
26.372705410821645,80.6050006012024,7.818459639995495,8.101189692143398,206.83517242196828,0.9771257726615408,0.242081321844042,40.68506625098179,22.974100933966646,27.060987165378137,32.84593319511642,29.067335122076308
26.370391583166334,80.61026573146293,7.835336129162203,8.063054114404002,217.09110912373296,0.9640847399188508,0.26865067491742567,41.36855309111492,23.3168042113865,28.404813151935695,32.44808471254335,29.466535243428407
26.368077755511024,80.61553086172346,8.033368223475678,8.141483815686339,208.46618621315406,0.8544442974333954,0.24284025351932756,40.46653085688198,23.356917940627934,28.49755731690513,30.808586355369226,29.366736709353415
26.365763927855713,80.62079599198397,7.8494065858336874,8.097178236223275,200.60922882937547,0.9250682929500053,0.23897115697166024,41.53390090583169,23.036404662682934,25.54762143610294,34.69393176733943,29.73593505223115
26.363450100200403,80.6260611222445,8.079266205782407,8.09716093282408,203.28133453055017,0.8556233578762967,0.24156846264099838,43.39849157088909,23.005979862159432,27.282978018720883,32.78855847637762,30.65810545566984
26.361136272545092,80.63132625250502,8.182460114239166,8.08461620386713,209.08206285335388,0.8549516493561619,0.19418497266406803,41.23539469428551,23.14444471120012,28.207708476858826,31.560351929700975,29.37256350680348
26.358822444889782,80.63659138276553,8.283857403078944,8.103975606671163,212.84161978962354,0.8556369074537121,0.20199116832060668,41.80426404966586,22.838041753619482,26.932289763102197,33.40175500821775,29.764577269693632
26.356508617234468,80.64185651302606,8.115787271422313,8.130646148769674,197.6701809332163,0.757150230938326,0.18660519594833855,41.068546259039266,23.436952407166583,27.665715107830096,30.72072330442577,31.030304082666248
26.354194789579157,80.64712164328658,8.12998439825472,8.062671208234471,196.05523861400445,0.756634848544344,0.16348194701309027,41.97196609352697,23.1636047229802,27.241775044009643,32.09828729954686,30.994875513602423
26.351880961923847,80.6523867735471,8.057307054874077,8.070587987214113,210.65367837585742,0.749901040925364,0.1849922906628514,42.36173132993567,23.12416428947618,27.15620053720336,31.331567667447317,30.44292044210835
26.349567134268536,80.65765190380762,8.092200070255954,8.084164269777565,204.35662114895334,0.7166882767110395,0.21061933203504718,42.31448853138253,22.3347352756247,26.53419610254321,32.10450079588778,31.187756107343983
26.347253306613226,80.66291703406814,8.208264180337572,8.041726274927,198.98612345008783,0.7748758553537387,0.13885431139729296,41.50648715862346,22.634609760348443,25.619686748046053,31.222356227674183,31.0636274514547
26.344939478957915,80.66818216432866,8.322140886953598,8.061888705561726,204.29096349014637,0.6807121558959055,0.15982767619375743,42.6494663093364,22.490359628076263,25.647866794037128,29.59620446829799,31.77197387231994
26.342625651302605,80.67344729458918,8.427692058111228,8.074561407208982,191.33380251489865,0.674272282675544,0.16411436738373392,43.81474867751997,22.151510166506775,27.244534356130146,31.184655253372625,31.18421934965462
26.340311823647294,80.6787124248497,8.192638063582915,8.127393758790546,201.64494630031476,0.6825028586871937,0.15087503288844797,43.162974203276285,22.640055205557946,26.578563585018156,32.17365923770887,31.78117919099683
26.337997995991984,80.68397755511023,8.558346572025753,8.10158891099615,202.72674420940814,0.6266201368702675,0.1421726903609838,43.73116495773116,22.22221457739656,26.397197085065397,30.91496740576189,32.70699924646549
26.335684168336673,80.68924268537074,8.313997927678013,8.097362375131684,204.92493729745203,0.6379790955279833,0.11952958840133615,42.927888761776636,22.63977287314645,26.10684041271355,31.73544344965115,31.798866925457414
26.333370340681363,80.69450781563127,8.370607435978838,8.122054931030393,197.01203540434068,0.6473589665346349,0.1379543146083286,43.87173299548591,21.888939017560208,26.185627886051815,29.67665532124712,31.634463068532696
26.331056513026052,80.6997729458918,8.279828688275359,8.080796241139755,201.2764523717625,0.6166250695349571,0.11884088883649477,43.64791094891657,22.943112906930978,27.37973926589027,30.74966843400562,32.077126749035806
26.32874268537074,80.7050380761523,8.045353792032332,8.10005769653686,197.12334941163044,0.6133425791812,0.0933470044462863,42.81479970913758,21.834532358131415,26.118071716452455,30.050989260243348,31.635456166440065
26.32642885771543,80.71030320641283,8.55768760614409,8.078338182655338,201.76211219120034,0.5905230767439319,0.1403801997061354,43.97970304528743,22.217454024687363,25.199942900027935,31.52628065806865,33.11033068609613
26.32411503006012,80.71556833667336,8.550740283881415,8.090993553656302,197.0978257548956,0.5519209247074536,0.13335289015830318,43.07919205249473,22.38225470129722,27.067918416493224,30.712824812517447,32.10065872558255
26.32180120240481,80.72083346693387,8.412219858514511,8.05486887902501,199.0074658703206,0.5986155533916421,0.11650640063235553,43.512192626299644,21.772154363193934,26.210378358890377,31.417454790106078,31.964429710125113
26.3194873747495,80.7260985971944,8.477775663285241,7.978318952924799,196.63821540775967,0.63385695958981,0.11614894317615812,44.31417067610047,22.275430812532527,26.42334908867874,31.841329740219578,31.76929390385489
26.31717354709419,80.73136372745492,8.557558932494443,8.068089195306454,203.22751512608662,0.5745987891101928,0.12602435521300584,44.5429580293436,21.3759477260512,27.846215821171885,31.398068852963267,32.81793293142641
26.31485971943888,80.73662885771543,8.25738990041295,8.127859334463016,204.0771041006763,0.5742075255520203,0.11067550199650225,43.49445456898073,22.38080290891398,26.38896064018719,30.935809737952457,32.78101833236625
26.312545891783568,80.74189398797596,8.423209670787074,8.105391355369463,199.74295309688384,0.5821683345581699,0.11846439381903538,45.42791067381718,21.737119050962104,26.67936149748107,29.540778895988453,32.17274301594685
26.310232064128257,80.74715911823648,8.63172388048901,8.104260140669195,200.8893219519746,0.5177477524610492,0.09821760840882889,45.17939270097339,21.423579278570454,25.373055869928734,30.64422023456611,32.77951312436176
26.307918236472947,80.752424248497,8.333706258988023,8.112302952575742,195.01275606404883,0.6018186372049684,0.12030666093767213,44.29323546504949,21.472348869850205,26.254538756409854,30.074103236539255,31.802727754017777
26.305604408817636,80.75768937875752,8.574425066409267,8.063533209849389,199.69403071407652,0.5521745064495388,0.10354677904345327,43.76032692438058,21.844672651063878,27.021941722256393,30.29970919876061,32.71104118991444
26.303290581162326,80.76295450901804,8.33474852327804,8.064928040235573,200.79147554932823,0.5908400284614297,0.09990488948921938,45.00597505206705,21.215624331559994,25.09744716472865,30.288051196049846,32.90229844920801
26.300976753507015,80.76821963927856,8.615373050775917,8.029300685423717,211.58807397639356,0.5160645370565654,0.07634369575515154,44.89475679371078,21.07719565507754,26.70456952928439,29.64789510537061,33.582747577046334
26.298662925851705,80.77348476953908,8.546588143368501,8.03826145246263,196.78183567297623,0.5891344271031504,0.09823155948210861,45.46972826526339,21.21509991091461,26.643485244959216,28.602173636045837,32.39261901900198
26.296349098196394,80.7787498997996,8.31556721812187,8.072362375323909,207.22258819817327,0.5547254758503346,0.08010371827257491,45.214500083199006,20.75896193943195,26.621170984364525,30.053133568382282,32.18356802793099
26.294035270541084,80.78401503006012,8.737850115958418,8.092646813310038,205.50007768252277,0.5452578915599158,0.08177932352053806,44.02286141149527,21.88326599462599,27.550811853566234,31.036829519630608,32.41550479143171
26.291721442885773,80.78928016032064,8.45767409194841,8.035609305802756,202.79179033747744,0.533178464130816,0.07800003921860509,45.4400217188833,20.853074766848476,26.953687835647763,29.380090209123402,32.23115730565314
26.289407615230463,80.79454529058117,8.4504907725994,8.019814075568135,208.86945502645386,0.5164667006528361,0.07321312648214626,45.626098448493174,21.33615924107781,28.020107456174983,30.922046127581755,33.599732736368544
26.287093787575152,80.7998104208417,8.60574182800168,8.034418859162754,203.49757355507924,0.5579568437887954,0.12014574220874905,46.495422653893506,21.010489572787822,25.834451799954053,33.03933670402097,33.73341880758003
26.28477995991984,80.8050755511022,8.75106068222005,8.0549664316715,203.74777744332357,0.5244043376001967,0.10739639069058858,45.54582366672471,20.455399468916873,26.891416175023995,32.1209925441788,33.142629557929716
26.28246613226453,80.81034068136273,8.428999107966384,7.969631322583001,202.16785347058433,0.45965029064737534,0.11546202050521492,47.56118635853268,20.76867884727799,26.88694715801777,32.85227681735711,33.61231378666649
26.28015230460922,80.81560581162326,8.592747224635046,7.931955057013039,207.4704446150242,0.48381475557479103,0.0676151930161753,44.8007555205543,21.0058592368872,25.89176850776509,31.525363920081478,33.083510940353946
26.277838476953907,80.82087094188377,8.649472120690636,7.998149411242212,207.16398211508496,0.510606037285144,0.08639565172243285,47.48876623884593,20.537514501042093,27.759154174264,32.4319570864105,32.97956073583939
26.275524649298596,80.8261360721443,8.690316483027868,7.967665065197594,200.48293415807464,0.5245005007825907,0.06535314695866368,46.36806941832086,21.0100025033237,29.036206174631744,30.405588713398657,32.866902442177654
26.273210821643286,80.83140120240482,8.61357866499178,7.9924468913648195,197.92132602728472,0.5126759991393917,0.07380486554358234,47.34079838730688,20.860693114988024,26.975232933191627,30.54896926979753,32.88025236622832
26.270896993987975,80.83666633266533,8.532394198509692,8.003098556680103,202.60375972357022,0.5502567791145648,0.0700037843218485,46.820476906972836,20.738387935107884,27.49253477450687,28.301891774334827,32.259299174062114
26.268583166332665,80.84193146292586,8.46323249609044,7.987077413377743,200.4371841155522,0.4545972600894489,0.10195130972687111,47.769670843671214,20.10511387594449,27.162417544631055,32.678195049851944,33.158809991105535
26.266269338677354,80.84719659318638,8.599813775279081,8.059465826601402,203.608806272887,0.516997917642087,0.07703832441320892,46.647399467359996,19.77462799937913,26.493241854460738,33.12745346299138,32.99573548775947
26.263955511022044,80.8524617234469,8.42520208644239,8.010560683753996,209.04178237507736,0.4578176383252635,0.09867023610149703,46.17551405362832,19.878166467570523,25.54661276169265,30.88533189212764,33.37354794528029
26.261641683366733,80.85772685370742,8.14657108178586,8.00559934182512,202.49518269232536,0.53491214583151,0.09140417324076798,48.285781050051135,20.118596977844252,26.60057667353378,31.276180025194588,33.02834942671365
26.259327855711422,80.86299198396794,8.64863805641822,8.014525468600322,204.3883894549149,0.50913880314854,0.11662654205023236,47.15139368429257,20.17439144775091,26.034072900299588,30.788858874740484,32.87672204020396
26.257014028056112,80.86825711422846,8.716763599537959,7.940109574775574,205.0297252501685,0.5244923812559097,0.0596386896455473,47.51004674107796,19.00291602126131,28.87212148090289,32.10240370298031,32.49474237839646
26.2547002004008,80.87352224448898,8.224400228065816,8.023223478673405,208.43171246333696,0.4859912095750755,0.10050327948549807,48.40903260656843,19.783273455178957,27.28690571217375,32.983009180585306,32.93447348260993
26.25238637274549,80.8787873747495,8.424702691362645,7.974596358196892,196.29295598402854,0.550360355496191,0.09861932759435434,46.68189586565857,19.764249660473904,27.131685818991247,29.893283722440334,33.23138209799724
26.25007254509018,80.88405250501002,8.666020688028489,8.000387253538582,203.098192303889,0.5433555299478944,0.06665115320752317,48.06786850030525,19.504027410164475,28.29615159137816,32.32605152363333,32.25028642737495
26.24775871743487,80.88931763527054,8.878427284475976,7.926609319612068,206.61636849350842,0.529790303949851,0.09620702458122296,47.201351657654065,20.045136598010103,26.539589106125703,31.63719446079029,32.82122972538454
26.24544488977956,80.89458276553107,8.569254300830302,7.903224569702306,210.81937123208377,0.5086260855033198,0.0860075200082914,47.647089188233736,19.610486819943297,26.912555702227866,32.132605942762844,32.84541588095547
26.24313106212425,80.89984789579158,8.452950273834277,7.993958749910262,204.30068597991925,0.5301775099652847,0.07743389174284844,47.88796051006383,19.87858009904356,27.717850352808068,32.57952981983395,32.31714982193868
26.24081723446894,80.9051130260521,8.530420888594913,7.972145873995524,199.01259597429117,0.49188332281240266,0.06838145895373723,46.70501825033809,19.1804435970307,28.63658350980716,31.934759241218895,32.32545121011166
26.238503406813628,80.91037815631263,8.759486294156154,7.9168329578236705,209.24929991331396,0.5390991671425224,0.06986061504623906,47.354920882762706,19.55375436545102,28.21654132571489,32.09532278174226,32.67381582360035
26.236189579158317,80.91564328657316,8.451459903299602,7.913934293687627,204.48166646170853,0.5632897584186228,0.11131219484394317,49.129370982195915,19.744351815240314,28.043053692178404,32.0417963997694,31.926890812595417
26.233875751503007,80.92090841683367,8.423280783147876,7.989525311182666,202.51801570979396,0.5463236158527863,0.08050281039784782,48.82570650235505,19.526206142852953,27.94458419279419,33.41246900211234,32.59964142699509
26.231561923847696,80.9261735470942,8.4652633721067,7.89270085574405,205.03367214104247,0.49274134316154344,0.09216079394256721,48.13259322475928,18.475532596070433,28.289368673142675,32.87406073972987,31.90409682590905
26.229248096192386,80.93143867735472,8.388905895213448,8.001736942537908,207.04803904864568,0.5259175177453241,0.06850937944505658,48.44085752341048,18.721451639542924,28.165665274998442,32.724584906235215,32.80634179010363
26.226934268537075,80.93670380761523,8.54425552131549,7.8957421140814485,205.62288341789767,0.4767453774079897,0.06862597941581164,48.07231360410041,18.595076846498927,27.112350833777953,31.152604797879455,33.36304793664977
26.224620440881765,80.94196893787576,8.763230410115485,7.9530246852572555,199.47588186905801,0.5331928312882882,0.09651054212035282,49.45201096394626,18.838768525504978,28.13605788616659,32.20309137729003,31.679086074024536
26.222306613226454,80.94723406813628,8.561392325971235,7.910052376357029,212.14319242932896,0.5300356482588339,0.059999513012457054,48.26317981361109,18.827250991664492,27.183627003874808,33.67709183181783,32.28804459574769
26.219992785571144,80.9524991983968,8.468211463007567,7.943019638084374,213.9116487887782,0.4609326627336535,0.07398209644481604,48.66332769089874,18.126529828904168,28.278369183226893,32.799180477768324,31.56522754366353
26.217678957915833,80.95776432865732,8.455163149528047,7.892810381632009,211.67584511267793,0.4826948709021005,0.08069205927635133,49.44673871021804,18.398349740989957,27.828337353346853,33.55247361829943,32.352952281588365
26.215365130260523,80.96302945891784,8.257066828517962,7.903734641928548,204.7769642442932,0.5095856902674912,0.08182727921408127,47.957740706355374,17.472136624522832,30.60195781826416,34.83952911303595,31.09998012976215
26.213051302605212,80.96829458917836,8.616366681793448,7.907543982094988,208.77999060985326,0.5095945369352806,0.07744858343138987,49.87404991858075,18.765560280855635,28.336263277652012,34.108299952022925,31.869334203201916
26.2107374749499,80.97355971943888,8.464327404230291,7.861470825335604,209.81838470990726,0.4828843956325503,0.0860534255031334,47.44768252458384,17.89230455137769,27.164059159768282,33.137853612239866,31.085316410144184
26.20842364729459,80.97882484969941,8.44078557952562,7.926833456236572,212.49839164881794,0.5313933667581928,0.09049261256179468,50.01844624272871,18.027884821585236,28.362865305082327,32.54290678680081,31.307469784511493
26.20610981963928,80.98408997995992,8.938433884619279,7.872305936700438,213.03552225698778,0.5278295770823727,0.09110517617209041,48.45691653255104,17.789793197501908,29.00684350941347,30.365766379140577,30.781025569714103
26.20379599198397,80.98935511022044,8.495650239740913,7.8793170955887355,207.6845879351223,0.5150239572885833,0.0652863059720849,48.59886218569007,18.280022627704607,30.101276656839612,33.059176565840566,31.58975961589905
26.201482164328656,80.99462024048097,8.329201336788389,7.84430711492454,211.20854230563071,0.4987495723255522,0.07580045639594901,47.31661347376478,16.594428075222208,28.120601236644333,32.95556151740663,30.638656782719995
26.199168336673345,80.99988537074148,8.368915950987615,7.777201887173759,212.96909293905753,0.5534598459315817,0.0979751003736869,48.498019401014886,17.630481992850708,27.282809369430723,33.813393646148526,31.208255679478185
26.196854509018035,81.005150501002,8.595806727134494,7.867663166528082,217.2227886871817,0.5722396654618357,0.09346550557804623,48.06087392192306,17.50238643273055,29.498057373278293,33.28454570336326,30.631963965684673
26.194540681362724,81.01041563126253,8.430975192848559,7.967413584962009,214.477155137008,0.5086524725173879,0.059446145906555614,48.43509409575869,17.27075543569159,27.576295044842425,33.17129895871168,30.615179102068048
26.192226853707414,81.01568076152304,8.188465994059806,7.897894220269096,215.0750733534057,0.5053788158941592,0.08530542994176259,48.83748050014897,18.050120848679363,28.48224140937307,31.636291185714985,30.61140965640455
26.189913026052103,81.02094589178357,8.532097236445614,7.861337840799535,212.51394700511113,0.539066847646034,0.05035487263925951,49.737305138789345,16.912058818946175,28.69888554900673,32.629595761377274,30.018502288780834
26.187599198396793,81.0262110220441,8.283782514191397,7.847188689109833,218.0803369226775,0.5141785093355307,0.08072800940980285,49.158520351397456,17.483025534972647,28.924049749029283,34.25782667018628,30.363301164492245
26.185285370741482,81.0314761523046,8.654579965306677,7.854197611751019,214.33746833696907,0.5213279566362707,0.10848684272608702,49.25756721644775,17.224096694799012,29.662955131958597,35.690976160254344,30.878862622603148
26.182971543086172,81.03674128256513,8.524967577135138,7.8707777066398785,209.51403144490394,0.5482914227721088,0.06579883045818281,48.151620535190254,17.493479817769884,28.483433354366174,33.76618182095073,29.577156233034618
26.18065771543086,81.04200641282566,8.285035045826433,7.797254429103889,218.83187119541742,0.46941437006490083,0.06749971749305325,48.3376647619517,16.629277012936235,28.908353428676328,34.304046590120365,30.40160443409721
26.17834388777555,81.04727154308618,8.533260684569592,7.8846545613205175,216.27004900157908,0.5668384379211022,0.0914727458350982,50.4931021532934,16.510265579760315,29.197879258612026,35.06118595811121,30.411289339499643
26.17603006012024,81.0525366733467,8.340067483701194,7.8642931657913495,211.96633564645063,0.5300650360819017,0.0568683505689952,48.47543819317706,17.149217524087973,29.401379803280495,33.19149159882774,29.097808639083546
26.17371623246493,81.05780180360722,8.446396299529969,7.860003742808538,212.08064244825877,0.5161358812121505,0.07051741201411227,50.39566631908845,16.788306396198127,29.410810517467766,34.55699334965176,28.61916895210304
26.17140240480962,81.06306693386774,8.379595613331068,7.844416635682063,215.44504199934013,0.5264003935403033,0.088953966926688,48.88097668228785,15.907659088776617,29.771200259454016,33.40898863267118,29.335712407134118
26.16908857715431,81.06833206412826,8.168156223503587,7.8232671650818,216.37162408761463,0.5285476290409349,0.0704918867390328,49.079608931676226,16.217451961029543,30.194283539323497,35.24487035562925,28.74635154024657
26.166774749498998,81.07359719438878,8.186624154404921,7.845006147593588,215.56821577526733,0.4783365410633148,0.07646563035394988,49.93405283588213,16.495366681198437,29.844234947310255,34.530147565217916,29.78703092636197
26.164460921843688,81.07886232464931,8.425524874844264,7.837378474040747,216.28445746207345,0.5757189862475153,0.09116712589265953,50.09288849578394,16.583674587480413,29.955130326833352,34.76194622184079,28.700221746206783
26.162147094188377,81.08412745490982,8.208520180841326,7.795164204404905,222.09924044949508,0.5327092314692645,0.08632682294619981,48.98197300365123,15.88476343769475,28.178944043519557,33.642839421489484,28.109286470848723
26.159833266533067,81.08939258517034,8.185730986066153,7.782008100237527,219.84578204938762,0.5453584586830349,0.0840053107451425,48.752915038329924,14.898787497760344,29.704193422031,35.351485218321734,27.761919952810402
26.157519438877756,81.09465771543087,8.09039218149188,7.804659874086682,216.58235904093877,0.5612140825406442,0.07491569846941917,49.00930115425141,16.18197660763085,30.146590634408266,36.936988204055574,28.703177726289326
26.155205611222446,81.09992284569138,8.284427820549247,7.858187689039401,219.84527364582388,0.5026321326940126,0.0855530275359197,49.312577211156885,15.392935566388081,30.42712774703406,33.60515771711542,27.69303832539153
26.152891783567135,81.1051879759519,8.517343761259184,7.742312365115192,212.21015662687284,0.5480707685301757,0.07814576669346349,49.74107787135145,14.982699697583545,29.20401306009485,34.41018414646528,27.81869765516061
26.150577955911825,81.11045310621243,8.034766458642434,7.728834600098366,218.19218665799912,0.5264371429408438,0.08686854453775286,49.014897386892144,14.565486851904351,29.29004255429007,35.10874733895352,28.090654601714036
