geometry,Longitude,Latitude,Dissolved oxygen (mg/L),Potential of Hydrogen (pH),Total Dissolved Solids (mg/L),Nitrate N (mgN/L),Amonia N (mgN/L)
POINT (80.81179734070422 26.15713849543662),80.81179734070422,26.15713849543662,6.196470593630736,7.9332361050108755,212.13335974894449,1.340196333452178,0.2940399671777466
POINT (80.81593114352113 26.154303597183098),80.81593114352113,26.154303597183098,6.1969978599683815,7.933831014489363,212.3367421688057,1.3393398018521352,0.2949664526614368
POINT (80.82006494633802 26.151468698929577),80.82006494633802,26.151468698929577,6.197488230233045,7.934428519152545,212.5413004860876,1.338471585850325,0.29590012396582865
POINT (80.82419874915493 26.148633800676055),80.82419874915493,26.148633800676055,6.197942415870475,7.935028677860569,212.7470384812561,1.3375918534311724,0.29684063672966954
POINT (80.82833255197183 26.145798902422534),80.82833255197183,26.145798902422534,6.198361101807443,7.935631542015847,212.95395805867486,1.3367007698372866,0.29778764595351587
POINT (80.83246635478874 26.142964004169016),80.83246635478874,26.142964004169016,6.198744947790117,7.93623715584844,213.16205930779498,1.3357984978804114,0.29874080585393825
POINT (80.83660015760563 26.140129105915495),80.83660015760563,26.140129105915495,6.199094589649523,7.936845556685367,213.3713405610801,1.33488519823292,0.29969976973177154
POINT (80.84073396042253 26.137294207661974),80.84073396042253,26.137294207661974,6.199410640498495,7.93745677520507,213.5817984489308,1.3339610297009494,0.300664189853799
POINT (80.84486776323944 26.134459309408452),80.84486776323944,26.134459309408452,6.1996936918642565,7.938070835678024,213.79342795182913,1.3330261494803046,0.3016337173471913
POINT (80.84900156605633 26.13162441115493),80.84900156605633,26.13162441115493,6.1999443147604305,7.9386877561945495,214.0062224499205,1.3320807133961075,0.30260800210612804
POINT (80.85313536887324 26.12878951290141),80.85313536887324,26.12878951290141,6.200163060702088,7.939307548880763,214.22017377024096,1.3311248761270944,0.30358669271008004
POINT (80.85726917169013 26.12595461464789),80.85726917169013,26.12595461464789,6.2003504626670845,7.939930220103464,214.4352722317586,1.3301587914154744,0.30456943635317324
POINT (80.86140297450704 26.123119716394367),80.86140297450704,26.123119716394367,6.2005070360068695,7.940555770664832,214.65150668841932,1.3291826122630745,0.30555587878422674
POINT (80.86553677732394 26.120284818140846),80.86553677732394,26.120284818140846,6.200633279309541,7.941184195987609,214.86886457033927,1.3281964911145892,0.30654566425693003
POINT (80.86967058014085 26.117449919887324),80.86967058014085,26.117449919887324,6.2007296752179775,7.941815486291509,215.08733192330865,1.3272005800285442,0.3075384354898091
POINT (80.87380438295774 26.114615021633803),80.87380438295774,26.114615021633803,6.200796691205414,7.942449626761467,215.30689344672808,1.3261950308366934,0.3085338336354981
POINT (80.87793818577464 26.11178012338028),80.87793818577464,26.11178012338028,6.200834780310938,7.94308659770834,215.5275325301217,1.325179995292376,0.3095314982590081
POINT (80.88207198859155 26.10894522512676),80.88207198859155,26.10894522512676,6.200844381837005,7.9437263747225915,215.7492312883328,1.3241556252084368,0.3105310673245692
POINT (80.88620579140844 26.10611032687324),80.88620579140844,26.10611032687324,6.2008259220110835,7.944368928821505,215.97197059551647,1.323122072585227,0.3115321771907254
POINT (80.89033959422535 26.103275428619718),80.89033959422535,26.103275428619718,6.200779814613328,7.945014226590393,216.19573011803908,1.322079489729129,0.3125344626133777
POINT (80.89447339704225 26.100440530366196),80.89447339704225,26.100440530366196,6.200706461572067,7.945662230318224,216.42048834636344,1.3210280293621253,0.31353755675640127
POINT (80.89860719985916 26.09760563211268),80.89860719985916,26.09760563211268,6.2006062535288065,7.946312898128134,216.6462226260266,1.3199678447227658,0.31454109120961193
POINT (80.90274100267605 26.094770733859157),80.90274100267605,26.094770733859157,6.20047957037433,7.946966184103162,216.87290918777433,1.3188990896590034,0.31554469601372004
POINT (80.90687480549296 26.091935835605636),80.90687480549296,26.091935835605636,6.200326781757338,7.947622038407581,217.1005231769432,1.3178219187131985,0.3165479996920654
POINT (80.91100860830986 26.089100937352114),80.91100860830986,26.089100937352114,6.200148247567062,7.948280407404168,217.32903868214606,1.3167364871997198,0.31755062928880157
POINT (80.91514241112675 26.086266039098593),80.91514241112675,26.086266039098593,6.199944318391118,7.948941233767722,217.55842876334026,1.315642951275396,0.31855221041333814
POINT (80.91927621394366 26.08343114084507),80.91927621394366,26.08343114084507,6.199715335949839,7.949604456595096,217.78866547932515,1.3145414680031928,0.31955236729073827
POINT (80.92341001676056 26.08059624259155),80.92341001676056,26.08059624259155,6.199461633508234,7.950270011512022,218.01971991473,1.3134321954093837,0.3205507228178522
POINT (80.92754381957747 26.07776134433803),80.92754381957747,26.07776134433803,6.199183536266652,7.950937830777008,218.2515622065485,1.3123152925344677,0.3215468986249813
POINT (80.93167762239436 26.074926446084508),80.93167762239436,26.074926446084508,6.198881361731164,7.9516078433824635,218.48416157025184,1.3111909194781592,0.32254051514277915
POINT (80.93581142521127 26.072091547830986),80.93581142521127,26.072091547830986,6.198555420064627,7.952279975153347,218.71748632554176,1.3100592374386217,0.3235311916742497
POINT (80.93994522802817 26.069256649577465),80.93994522802817,26.069256649577465,6.198206014419331,7.952954148843457,218.95150392176362,1.3089204087462636,0.3245185464715434
POINT (80.94407903084507 26.066421751323944),80.94407903084507,26.066421751323944,6.197833441252077,7.95363028422964,219.18618096303442,1.3077745968922403,0.32550219681741943
POINT (80.94821283366197 26.063586853070422),80.94821283366197,26.063586853070422,6.197437990622471,7.954308298203941,219.42148323309885,1.3066219665519572,0.3264817591110877
POINT (80.95234663647886 26.0607519548169),80.95234663647886,26.0607519548169,6.197019946475243,7.9549881048640225,219.65737571996203,1.305462683603702,0.3274568489583035
POINT (80.95648043929577 26.05791705656338),80.95648043929577,26.05791705656338,6.1965795869072275,7.955669615601861,219.89382264031008,1.3042969151426647,0.3284270812654513
POINT (80.96061424211267 26.055082158309858),80.96061424211267,26.055082158309858,6.196117184419759,7.956352739190886,220.1307874637487,1.3031248294905085,0.3293920703374457
POINT (80.96474804492958 26.052247260056337),80.96474804492958,26.052247260056337,6.195633006157064,7.957037381871743,220.36823293688732,1.3019465962006473,0.33035142997928085
POINT (80.96888184774647 26.049412361802815),80.96888184774647,26.049412361802815,6.195127314131296,7.957723447436668,220.60612110727251,1.300762386059467,0.33130477360097205
POINT (80.97301565056338 26.046577463549298),80.97301565056338,26.046577463549298,6.194600365434754,7.9584108373127185,220.84441334720586,1.299572371083578,0.3322517143257799
POINT (80.97714945338028 26.043742565295776),80.97714945338028,26.043742565295776,6.194052412439843,7.9590994506438015,221.08307037744268,1.2983767245133429,0.33319186510144855
POINT (80.98128325619717 26.040907667042255),80.98128325619717,26.040907667042255,6.193483702987307,7.9597891843716955,221.32205229080046,1.2971756208027594,0.33412483881434896
POINT (80.98541705901408 26.038072768788734),80.98541705901408,26.038072768788734,6.192894480563188,7.960479933316094,221.56131857567587,1.2959692356059107,0.3350502484062855
POINT (80.98955086183098 26.035237870535212),80.98955086183098,26.035237870535212,6.192284984465016,7.961171590253711,221.80082813948232,1.2947577457601054,0.335967706993807
POINT (80.99368466464789 26.03240297228169),80.99368466464789,26.03240297228169,6.191655449957629,7.961864045996566,222.0405393320223,1.2935413292658242,0.33687682798986796
POINT (80.99781846746478 26.02956807402817),80.99781846746478,26.02956807402817,6.191006108419106,7.962557189469435,222.28040996878534,1.2923201652636824,0.3377772252276016
POINT (81.00195227028169 26.02673317577465),81.00195227028169,26.02673317577465,6.190337187477139,7.963250907786578,222.52039735419353,1.2910944340084554,0.33866851308610524
POINT (81.00608607309859 26.023898277521127),81.00608607309859,26.023898277521127,6.189648911136283,7.963945086327714,222.7604583047783,1.2898643168403912,0.33955030661798624
POINT (81.0102198759155 26.021063379267606),81.0102198759155,26.021063379267606,6.188941499896429,7.964639608813342,223.00054917230852,1.288629996153852,0.34042222167857306
POINT (81.01435367873239 26.018228481014084),81.01435367873239,26.018228481014084,6.188215170862857,7.9653343573793745,223.24062586685142,1.2873916553634959,0.3412838750565461
POINT (81.01848748154929 26.015393582760563),81.01848748154929,26.015393582760563,6.18747013784817,7.966029212651166,223.4806438797824,1.2861494788680454,0.34213488460589275
POINT (81.0226212843662 26.01255868450704),81.0226212843662,26.01255868450704,6.186706611466479,7.9667240538168995,223.72055830672798,1.2849036520118282,0.3429748693789625
POINT (81.02675508718309 26.00972378625352),81.02675508718309,26.00972378625352,6.185924799220115,7.967418758700386,223.96032387044278,1.283654361044185,0.34380344976047983
POINT (81.03088889 26.006888888),81.03088889,26.006888888,6.1851249055791335,7.968113203833271,224.19989494362406,1.2824017930768357,0.3446202476023779
POINT (81.0350226928169 26.004053989746478),81.0350226928169,26.004053989746478,6.1843071320539655,7.968807264526631,224.43922557164157,1.2811461360393885,0.34542488635923463
POINT (81.0391564956338 26.00121909149296),81.0391564956338,26.00121909149296,6.183471677261394,7.969500814942029,224.6782694951966,1.2798875786330242,0.34621699122422356
POINT (81.0432902984507 25.99838419323944),81.0432902984507,25.99838419323944,6.182618736984186,7.970193728161935,224.9169801728844,1.2786263102825473,0.346996189265355
POINT (81.04742410126761 25.995549294985917),81.04742410126761,25.995549294985917,6.181748504224598,7.970885876259588,225.15531080366966,1.277362521086842,0.3477621095619223
POINT (81.0515579040845 25.992714396732396),81.0515579040845,25.992714396732396,6.180861169251982,7.9715771303682486,225.39321434924994,1.276096401767918,0.3485143833409358
POINT (81.0556917069014 25.989879498478874),81.0556917069014,25.989879498478874,6.179956919644745,7.972267360749845,225.63064355631542,1.2748281436185727,0.34925264411346457
POINT (81.05982550971831 25.987044600225353),81.05982550971831,25.987044600225353,6.179035940326858,7.972956436863003,225.86755097868112,1.2735579384488493,0.3499765278106858
POINT (81.0639593125352 25.98420970197183),81.0639593125352,25.98420970197183,6.178098413599164,7.973644227430424,226.10388899928736,1.2722859785313652,0.35068567291952396
POINT (81.06809311535211 25.98137480371831),81.06809311535211,25.98137480371831,6.177144519165641,7.974330600505644,226.33960985206488,1.2710124565455818,0.3513797206177629
POINT (81.07222691816901 25.97853990546479),81.07222691816901,25.97853990546479,6.176174434154859,7.975015423539087,226.57466564363818,1.2697375655212,0.35205831490844164
POINT (81.07636072098592 25.975705007211268),81.07636072098592,25.975705007211268,6.17518833313678,7.9756985634434585,226.80900837487476,1.2684614987806797,0.3527211027534686
POINT (81.08049452380281 25.972870108957746),81.08049452380281,25.972870108957746,6.1741863881351415,7.976379886658394,227.04258996225096,1.2671844498810885,0.35336773420626166
POINT (81.08462832661972 25.970035210704225),81.08462832661972,25.970035210704225,6.173168768635535,7.9770592592144105,227.27536225904007,1.2659066125552738,0.3539978625433525
POINT (81.08876212943662 25.967200312450704),81.08876212943662,25.967200312450704,6.172135641589403,7.9777365467960655,227.50727707629375,1.2646281806525528,0.3546111443947729
POINT (81.09289593225351 25.964365414197182),81.09289593225351,25.964365414197182,6.171087171414076,7.9784116148043465,227.73828620362195,1.2633493480789253,0.355207239873167
POINT (81.09702973507042 25.96153051594366),81.09702973507042,25.96153051594366,6.170023519989042,7.97908432841825,227.96834142974564,1.2620703087369722,0.35578581270146875
POINT (81.10116353788732 25.95869561769014),81.10116353788732,25.95869561769014,6.168944846648603,7.979754552655509,228.1973945628157,1.2607912564655073,0.35634653033905844
POINT (81.10529734070423 25.955860719436618),81.10529734070423,25.955860719436618,6.167851308171006,7.980422152432468,228.4253974504913,1.2595123849790355,0.356889064106308
POINT (81.10943114352112 25.9530258211831),81.10943114352112,25.9530258211831,6.166743058764296,7.981086992623057,228.65230199975184,1.258233887807188,0.35741308930737625
POINT (81.11356494633803 25.95019092292958),81.11356494633803,25.95019092292958,6.165620250048904,7.981748938116835,228.87806019644898,1.25695595823412,0.35791828535121056
POINT (81.11769874915493 25.947356024676058),81.11769874915493,25.947356024676058,6.164483031037232,7.982407853876098,229.10262412456638,1.255678789238065,0.35840433587061293
POINT (81.12183255197183 25.944521126422536),81.12183255197183,25.944521126422536,6.163331548110231,7.983063604991984,229.32594598519566,1.2544025734310138,0.3588709288393353
POINT (81.12596635478873 25.941686228169015),81.12596635478873,25.941686228169015,6.1621659449912265,7.983716056739585,229.54797811519788,1.2531275029987121,0.3593177566870777
POINT (81.13010015760563 25.938851329915494),81.13010015760563,25.938851329915494,6.160986362716973,7.9843650746320005,229.7686730055566,1.251853769640955,0.35974451641235616
POINT (81.13423396042253 25.936016431661972),81.13423396042253,25.936016431661972,6.1597929396061755,7.985010524473361,229.9879833193972,1.2505815645123366,0.36015090969313795
POINT (81.13836776323943 25.93318153340845),81.13836776323943,25.93318153340845,6.1585858112255085,7.9856522724106815,230.20586190966722,1.2493110781634846,0.3605366429951913
POINT (81.14250156605634 25.93034663515493),81.14250156605634,25.93034663515493,6.157365110353247,7.986290184984679,230.42226183647222,1.2480425004828504,0.3609014276781034
POINT (81.14663536887323 25.92751173690141),81.14663536887323,25.92751173690141,6.156130966940642,7.986924129179354,230.63713638404292,1.2467760206391734,0.3612449800988812
POINT (81.15076917169014 25.924676838647887),81.15076917169014,25.924676838647887,6.154883508071086,7.987553972470456,230.85043907734064,1.2455118270246135,0.36156702171312205
POINT (81.15490297450704 25.921841940394366),81.15490297450704,25.921841940394366,6.15362285791722,7.988179582872692,231.06212369827358,1.2442501071987055,0.3618672791736753
POINT (81.15903677732395 25.919007042140844),81.15903677732395,25.919007042140844,6.152349137695988,7.988800828985735,231.2721443015316,1.2429910478331114,0.36214548442679084
POINT (81.16317058014084 25.916172143887323),81.16317058014084,25.916172143887323,6.151062465621812,7.98941758003895,231.48045523001377,1.2417348346573243,0.36240137480568796
POINT (81.16730438295774 25.9133372456338),81.16730438295774,25.9133372456338,6.1497629568578605,7.990029705934848,231.6870111298552,1.2404816524052886,0.36263469312154833
POINT (81.17143818577465 25.91050234738028),81.17143818577465,25.91050234738028,6.148450723465603,7.990637077291235,231.89176696503347,1.2392316847630802,0.3628451877518881
POINT (81.17557198859154 25.90766744912676),81.17557198859154,25.90766744912676,6.1471258743526,7.991239565482008,232.09467803155,1.237985114317659,0.3630326127263004
POINT (81.17970579140845 25.90483255087324),81.17970579140845,25.90483255087324,6.145788515218652,7.99183704267663,232.29569997118517,1.236742122506728,0.36319672780956863
POINT (81.18383959422535 25.90199765261972),81.18383959422535,25.90199765261972,6.144438748500396,7.992429381878195,232.4947887848079,1.2355028895698166,0.3633372985821207
POINT (81.18797339704226 25.8991627543662),81.18797339704226,25.8991627543662,6.143076673314295,7.993016456960137,232.69190084524627,1.234267594500551,0.363454096517853
POINT (81.19210719985915 25.896327856112677),81.19210719985915,25.896327856112677,6.141702385398214,7.993598142701479,232.88699290969996,1.233036415000246,0.36354689905930176
POINT (81.19624100267605 25.893492957859156),81.19624100267605,25.893492957859156,6.140315977051491,7.994174314820694,233.08002213170258,1.2318095274327772,0.36361548969019847
POINT (81.20037480549296 25.890658059605634),81.20037480549296,25.890658059605634,6.138917537073618,7.994744850008086,233.27094607261617,1.2305871067808407,0.36365965800540623
POINT (81.20450860830985 25.887823161352113),81.20450860830985,25.887823161352113,6.137507150701577,7.995309625956721,233.45972271265887,1.2293693266036148,0.36367919977826674
POINT (81.20864241112676 25.88498826309859),81.20864241112676,25.88498826309859,6.136084899545771,7.995868521391858,233.6463104614656,1.2281563589958324,0.3636739170253907
POINT (81.21277621394366 25.88215336484507),81.21277621394366,25.88215336484507,6.134650861524699,7.99642141609891,233.83066816816617,1.22694837454836,0.3636436180689096
POINT (81.21691001676056 25.87931846659155),81.21691001676056,25.87931846659155,6.133205110798268,7.996968190949882,234.01275513099233,1.2257455423102421,0.3635881175962433
POINT (81.22104381957746 25.876483568338028),81.22104381957746,25.876483568338028,6.131747717699868,7.9975087279282775,234.1925311063951,1.224548029752312,0.363507236717411
POINT (81.22517762239437 25.873648670084506),81.22517762239437,25.873648670084506,6.130278748667111,7.998042910152496,234.3699563176859,1.2233560027323183,0.36340080301994504
POINT (81.22931142521126 25.870813771830985),81.22931142521126,25.870813771830985,6.128798266171343,7.998570621897676,234.54499146318398,1.2221696254616783,0.3632686506214525
POINT (81.23344522802816 25.867978873577464),81.23344522802816,25.867978873577464,6.127306328645824,7.999091748615985,234.71759772388276,1.2209890604737892,0.3631106202198884
POINT (81.23757903084507 25.865143975323942),81.23757903084507,25.865143975323942,6.125802990412622,7.999606176955347,234.88773677062284,1.219814468593982,0.36292655914159594
POINT (81.24171283366196 25.86230907707042),81.24171283366196,25.86230907707042,6.124288301608244,8.000113794776617,235.05537077077574,1.2186460089111246,0.3627163213871895
POINT (81.24584663647887 25.8594741788169),81.24584663647887,25.8594741788169,6.12276230810785,8.000614491169175,235.22046239444217,1.2174838387508369,0.36247976767534534
POINT (81.24998043929577 25.856639280563382),81.24998043929577,25.856639280563382,6.121225051448179,8.00110815646492,235.38297482015338,1.2163281136504174,0.3622167654845793
POINT (81.25411424211268 25.85380438230986),81.25411424211268,25.85380438230986,6.119676568749033,8.001594682250717,235.54287174009127,1.215178987335391,0.36192718909309185
POINT (81.25824804492957 25.85096948405634),81.25824804492957,25.85096948405634,6.118116892633362,8.002073961379232,235.7001173648126,1.2140366116977925,0.3616109196167688
POINT (81.26238184774648 25.848134585802818),81.26238184774648,25.848134585802818,6.116546051145801,8.002545887978162,235.85467642749293,1.2129011367760751,0.36126784504541976
POINT (81.26651565056338 25.845299687549296),81.26651565056338,25.845299687549296,6.114964067669745,8.003010357457905,236.00651418767868,1.211772710736765,0.36089786027735615
POINT (81.27064945338027 25.842464789295775),81.27064945338027,25.842464789295775,6.113370960842741,8.003467266517596,236.1555964345611,1.2106514798577528,0.36050086715239976
POINT (81.27478325619718 25.839629891042254),81.27478325619718,25.839629891042254,6.111766744470247,8.003916513149566,236.30188948976513,1.209537588513303,0.3600767744834276
POINT (81.27891705901408 25.836794992788732),81.27891705901408,25.836794992788732,6.110151427437631,8.004357996642174,236.44536020965882,1.2084311791607485,0.35962549808655775
POINT (81.28305086183099 25.83396009453521),81.28305086183099,25.83396009453521,6.108525013620296,8.004791617581066,236.58597598719027,1.207332392328833,0.35914696081007985
POINT (81.28718466464788 25.83112519628169),81.28718466464788,25.83112519628169,6.106887501791913,8.005217277848793,236.7237047532452,1.2062413666077627,0.3586410925622529
POINT (81.29131846746479 25.82829029802817),81.29131846746479,25.82829029802817,6.1052388855305395,8.005634880622845,236.85851497753964,1.205158238640884,0.3581078303380717
POINT (81.29545227028169 25.825455399774647),81.29545227028169,25.825455399774647,6.103579153122661,8.00604433037206,236.99037566903976,1.2040831431180439,0.35754711824514057
POINT (81.2995860730986 25.822620501521126),81.2995860730986,25.822620501521126,6.101908287464857,8.006445532851428,237.11925637592302,1.203016212770556,0.3569589075287519
POINT (81.30371987591549 25.819785603267604),81.30371987591549,25.819785603267604,6.100226265963135,8.006838395095285,237.24512718507307,1.201957578367821,0.3563431565963232
POINT (81.30785367873239 25.816950705014083),81.30785367873239,25.816950705014083,6.098533060429612,8.00722282540887,237.3679587211226,1.2009073687155245,0.35569983104129144
POINT (81.3119874815493 25.81411580676056),81.3119874815493,25.81411580676056,6.096828636976531,8.00759873335829,237.4877221450387,1.199865710655446,0.3550289036666219
POINT (81.31612128436619 25.81128090850704),81.31612128436619,25.81128090850704,6.0951129559073856,8.007966029758823,237.6043891522584,1.198832729066835,0.35433035450805217
POINT (81.3202550871831 25.808446010253522),81.3202550871831,25.808446010253522,6.093385971604905,8.008324626661631,237.7179319703798,1.1978085468693205,0.35360417085720225
POINT (81.32438889 25.805611112),81.32438889,25.805611112,6.091647632415861,8.008674437338806,237.8283233564053,1.1967932850273761,0.3528503472847098
POINT (81.3285226928169 25.80277621374648),81.3285226928169,25.80277621374648,6.0898978805323045,8.009015376266783,237.93553659354825,1.1957870625562623,0.3520688856635078
POINT (81.3326564956338 25.79994131549296),81.3326564956338,25.79994131549296,6.088136651869192,8.009347359108105,238.03954548759808,1.1947899965294788,0.35125979519241324
POINT (81.33679029845071 25.797106417239437),81.33679029845071,25.797106417239437,6.086363875937975,8.00967030269152,238.1403243628539,1.193802202087642,0.3504230924201442
POINT (81.3409241012676 25.794271518985916),81.3409241012676,25.794271518985916,6.084579475716079,8.009984124990394,238.2378480576214,1.1928237924488265,0.3495588012699489
POINT (81.3450579040845 25.791436620732394),81.3450579040845,25.791436620732394,6.082783367511843,8.010288745099446,238.33209191928242,1.1918548789202779,0.34866695306495793
POINT (81.34919170690141 25.788601722478873),81.34919170690141,25.788601722478873,6.080975460824751,8.01058408320979,238.42303179893338,1.1908955709115248,0.34774758655444504
POINT (81.3533255097183 25.78576682422535),81.3533255097183,25.78576682422535,6.079155658200558,8.010870060582196,238.51064404559398,1.1899459759488349,0.3468007479411376
POINT (81.35745931253521 25.78293192597183),81.35745931253521,25.78293192597183,6.0773238550810165,8.01114659951869,238.59490549999197,1.189006199690972,0.34582649090971695
POINT (81.36159311535211 25.78009702771831),81.36159311535211,25.78009702771831,6.075479939647865,8.011413623332286,238.67579348791512,1.188076345946271,0.3448248766567043
POINT (81.36572691816902 25.777262129464788),81.36572691816902,25.777262129464788,6.073623792660641,8.011671056315,238.75328581313863,1.1871565166909417,0.343795973921843
POINT (81.36986072098591 25.774427231211266),81.36986072098591,25.774427231211266,6.071755287288001,8.011918823703963,238.82736074991809,1.1862468120886343,0.34273985902119114
POINT (81.37399452380282 25.771592332957745),81.37399452380282,25.771592332957745,6.0698742889320245,8.012156851645718,238.89799703505284,1.1853473305111721,0.34165661588202956
POINT (81.37812832661972 25.768757434704224),81.37812832661972,25.768757434704224,6.0679806550451385,8.01238506715857,238.9651738595096,1.1844581685604867,0.3405463360798095
POINT (81.38226212943661 25.765922536450702),81.38226212943661,25.765922536450702,6.066074234939063,8.012603398092995,239.02887085960762,1.18357942109166,0.3394091188772454
POINT (81.38639593225352 25.76308763819718),81.38639593225352,25.76308763819718,6.064154869585376,8.012811773090046,239.0890681077551,1.1827111812371025,0.3382450712657675
POINT (81.39052973507042 25.760252739943663),81.39052973507042,25.760252739943663,6.062222391407057,8.013010121537675,239.14574610273183,1.1818535404318056,0.33705430800948527
POINT (81.39466353788733 25.757417841690142),81.39466353788733,25.757417841690142,6.060276624060402,8.01319837352495,239.19888575951114,1.1810065884396286,0.3358369516918037
POINT (81.39879734070422 25.75458294343662),81.39879734070422,25.75458294343662,6.058317382206774,8.013376459794072,239.24846839860675,1.1801704133806408,0.3345931327649276
POINT (81.40293114352113 25.7517480451831),81.40293114352113,25.7517480451831,6.0563444712733885,8.013544311690126,239.29447573493945,1.1793451017594292,0.33332298960234386
POINT (81.40706494633802 25.748913146929578),81.40706494633802,25.748913146929578,6.05435768720249,8.013701861108434,239.33688986620217,1.1785307384944033,0.3320266685545383
POINT (81.41119874915492 25.746078248676056),81.41119874915492,25.746078248676056,6.052356816188092,8.013849040439522,239.3756932607159,1.1777274069480228,0.3307043240080432
POINT (81.41533255197183 25.743243350422535),81.41533255197183,25.743243350422535,6.050341634399495,8.013985782511492,239.4108687447538,1.1769351889579633,0.32935611844805385
POINT (81.41946635478872 25.740408452169014),81.41946635478872,25.740408452169014,6.048311907690668,8.014112020529733,239.44239948931425,1.176154164869183,0.3279822225247653
POINT (81.42360015760563 25.737573553915492),81.42360015760563,25.737573553915492,6.046267391294498,8.014227688013861,239.47026899632306,1.17538441356685,0.32658281512358217
POINT (81.42773396042253 25.73473865566197),81.42773396042253,25.73473865566197,6.0442078295009924,8.014332718731717,239.4944610842358,1.174626012510163,0.3251580834394468
POINT (81.43186776323944 25.73190375740845),81.43186776323944,25.73190375740845,6.04213295531822,8.014427046630313,239.51495987301604,1.1738790377669877,0.3237082230553829
POINT (81.43600156605633 25.72906885915493),81.43600156605633,25.72906885915493,6.040042490114924,8.014510605763519,239.5317497684534,1.173143564049354,0.32223343802552573
POINT (81.44013536887324 25.726233960901407),81.44013536887324,25.726233960901407,6.037936143243434,8.01458333021637,239.54481544579122,1.1724196647497538,0.32073394096273145
POINT (81.44426917169014 25.723399062647886),81.44426917169014,25.723399062647886,6.035813611641657,8.014645154025759,239.55414183262076,1.1717074119782802,0.3192099531310451
POINT (81.44840297450703 25.720564164394364),81.44840297450703,25.720564164394364,6.033674579412556,8.014696011097302,239.55971409100178,1.171006876600558,0.31766170454312104
POINT (81.45253677732394 25.717729266140843),81.45253677732394,25.717729266140843,6.031518717379659,8.014735835118188,239.5615175987595,1.170318128276504,0.31608943406285944
POINT (81.45667058014084 25.714894367887325),81.45667058014084,25.714894367887325,6.029345682616892,8.01476455946571,239.55953792990744,1.169641235499913,0.3144933895134233
POINT (81.46080438295775 25.712059469633804),81.46080438295775,25.712059469633804,6.027155117950857,8.01478211711126,239.55376083413643,1.1689762656388538,0.3128738277907878
POINT (81.46493818577464 25.709224571380282),81.46493818577464,25.709224571380282,6.024946651433739,8.014788440519427,239.54417221530707,1.1683232849769418,0.31123101498311173
POINT (81.46907198859155 25.70638967312676),81.46907198859155,25.70638967312676,6.022719895784591,8.014783461541938,239.53075810887404,1.167682358755454,0.3095652264960101
POINT (81.47320579140845 25.70355477487324),81.47320579140845,25.70355477487324,6.02047444779689,8.014767111306037,239.51350465816665,1.167053551216367,0.30787674718404606
POINT (81.47733959422536 25.70071987661972),81.47733959422536,25.70071987661972,6.0182098877097605,8.014739320096957,239.4923980894394,1.1664369256463072,0.3061658714885318
POINT (81.48147339704225 25.697884978366197),81.48147339704225,25.697884978366197,6.0159257785403755,8.014700017234034,239.4674246856001,1.1658325444215019,0.3044329035819547
POINT (81.48560719985915 25.695050080112676),81.48560719985915,25.695050080112676,6.013621665374567,8.014649130940025,239.43857075851315,1.1652404690537428,0.30267815751912974
POINT (81.48974100267606 25.692215181859154),81.48974100267606,25.692215181859154,6.011297074612637,8.014586588203146,239.40582261976644,1.1646607602374566,0.3009019573953786
POINT (81.49387480549295 25.689380283605633),81.49387480549295,25.689380283605633,6.008951513167031,8.014512314631233,239.36916654977847,1.1640934778979486,0.2991046375119165
POINT (81.49800860830986 25.68654538535211),81.49800860830986,25.68654538535211,6.0065844676081515,8.01442623429751,239.3285887651111,1.1635386812408812,0.2972865425486322
POINT (81.50214241112675 25.68371048709859),81.50214241112675,25.68371048709859,6.004195403254625,8.014328269577279,239.2840753838421,1.1629964288031354,0.295448027744578
POINT (81.50627621394366 25.68087558884507),81.50627621394366,25.68087558884507,6.001783763203485,8.01421834097481,239.23561238883286,1.1624667785051153,0.29358945908628786
POINT (81.51041001676056 25.678040690591548),81.51041001676056,25.678040690591548,5.99934896729595,8.014096366939714,239.183185588718,1.1619497877046683,0.29171121350427764
POINT (81.51454381957747 25.675205792338026),81.51454381957747,25.675205792338026,5.996890411013547,8.013962263671933,239.12678057641932,1.1614455132527381,0.2898136790778562
POINT (81.51867762239436 25.672370894084505),81.51867762239436,25.672370894084505,5.994407464299353,8.013815944914434,239.06638268497554,1.160954011550949,0.2878972552486173
POINT (81.52281142521126 25.669535995830984),81.52281142521126,25.669535995830984,5.991899470298238,8.013657321732628,239.00197694044977,1.1604753386112732,0.2859623530427544
POINT (81.52694522802817 25.666701097577466),81.52694522802817,25.666701097577466,5.989365744009851,8.013486302279414,238.933548011665,1.1600095501180325,0.28400939530256747
POINT (81.53107903084506 25.663866199323945),81.53107903084506,25.663866199323945,5.986805570847201,8.013302791544643,238.86108015648384,1.1595567014924517,0.2820388169273965
POINT (81.53521283366197 25.661031301070423),81.53521283366197,25.661031301070423,5.984218205093204,8.013106691087733,238.78455716432467,1.1591168479600364,0.28005106512424854
POINT (81.53934663647887 25.658196402816902),81.53934663647887,25.658196402816902,5.98160286824692,8.012897898751987,238.7039622945812,1.1586900446210915,0.2780465996685057
POINT (81.54348043929578 25.65536150456338),81.54348043929578,25.65536150456338,5.97895874725019,8.012676308359046,238.61927821056975,1.1582763465246995,0.2760258931749222
